Offence_Month,Rego_State,Clt_Catg,Camera_Type,Location_Code,Location_Desc,Offence_Desc,Sum_Pen_Amt,Sum_Inf_Count,Sum_With_Amt,Sum_With_Count
Mar-22,SA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,4816,16,0,0
Mar-22,SA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,10836,36,0,0
Mar-22,SA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,TAS,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,TAS,OTHER PRSN,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,TAS,OTHER PRSN,POINT TO POINT CAMERA,2004,HINDMARSH DRIVE EASTBOUND BETWEEN PALMER STREET AND DALRYMPLE STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,TAS,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,5418,18,0,0
Mar-22,TAS,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,TAS,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,VIC,OTHER ORGN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-school zone exceed speed limit by <= 15km/h,3795,3,0,0
Mar-22,VIC,OTHER ORGN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,20 Non-school zone exceed speed limit by <= 15km/h,2530,2,0,0
Mar-22,VIC,OTHER ORGN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,20 Non-school zone exceed speed limit by <= 15km/h,1265,1,0,0
Mar-22,VIC,OTHER ORGN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,2530,2,0,0
Mar-22,VIC,OTHER ORGN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,3260,1,0,0
Mar-22,VIC,OTHER ORGN,MOBILE SPEED CAMERA,3061,NAMATJIRA DRIVE - ST JOHN VIANNY PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1385,1,0,0
Mar-22,VIC,OTHER ORGN,MOBILE SPEED CAMERA,122,GUNGAHLIN DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1265,1,0,0
Mar-22,VIC,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1980,1,0,0
Mar-22,VIC,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,20240,16,0,0
Mar-22,VIC,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,39215,31,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,297,1
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,301,1
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-school zone exceed speed limit by <= 15km/h,6923,23,297,1
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,20 Non-school zone exceed speed limit by <= 15km/h,4816,16,297,1
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,VIC,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3048,BLAMEY CRESCENT - CANBERRA GRAMMAR SCHOOL NORTH SIDE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1300,4,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3069,WIRRAWAY CRES SCULLIN SOUTHERN CROSS PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3070,ROSS SMITH CRES SCULLIN SOUTHERN CROSS PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,182,OUTTRIM AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,186,ATHLLON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,231,KINGS HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3000,COLLEGE STREET - RADFORD COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,243,MAJURA PARKWAY,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3031,TILLYARD DR FRASER PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,44,TILLYARD DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3006,BRIGALOW STREET - LYNEHAM PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3013,CASEY CRESCENT - CALWELL HIGH SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,260,OVERALL AVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,187,PIALLIGO AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,0,0,297,1
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3019,MARR STREET MELROSE HIGH SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1950,6,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,251,CASWELL DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3002,THE VALLEY AVENUE - BURGMANN ANGLICAN SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,975,3,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3000,COLLEGE STREET - RADFORD COLLEGE,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,227,HOSKINS STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3030,KELLEWAY AVE GOLD CREEK HIGH,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3036,PHILLIP AVE DICKSON COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,86,BINDUBI STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3039,DONALDSON STREET AINSLIE SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3075,KENT STREET HUGHES PRIMARY,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3015,LA PEROUSE STREET RED HILL PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3054,COVENANT CHRISTIAN SCHOOL WOODCOCK DRIVE GORDON,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,61,BARTON HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,73,MUGGA LANE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,3575,11,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,130,CHEWINGS STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3007,MAJURA AVENUE - NORTH AINSLIE PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1300,4,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3071,BINDEL STREET. ARANDA ST VINCENT PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,129,MONARO HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,230,JOHN GORTON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3038,COWPER STREET DARAMALAN COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1505,5,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3050,OODGEROO AVENUE - FRANKLIN EARLY CHILDHOOD SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,VIC,OTHER PRSN,MOBILE SPEED CAMERA,3053,MCBRYDE CRESCENT - ST MARY MACKILLOP COLLAGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,VIC,OTHER PRSN,POINT TO POINT CAMERA,2002,HINDMARSH DRIVE WESTBOUND BETWEEN MUGGA LANE AND TYAGARAH STREET,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,POINT TO POINT CAMERA,2004,HINDMARSH DRIVE EASTBOUND BETWEEN PALMER STREET AND DALRYMPLE STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,888,2,0,0
Mar-22,VIC,OTHER PRSN,POINT TO POINT CAMERA,2004,HINDMARSH DRIVE EASTBOUND BETWEEN PALMER STREET AND DALRYMPLE STREET,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2664,6,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-school zone exceed speed limit by <= 15km/h,19866,66,602,2
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1776,4,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,60 Enter Intersection or Marked Foot Crossing When Traffic Arrow Red,491,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,52073,173,602,2
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1007,GINNINDERRA DRIVE/AIKMAN DRIVE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,491,1
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,81,WILLIAM HOVELL DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,982,2,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,82474,274,602,2
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1007,GINNINDERRA DRIVE/AIKMAN DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1776,4,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,60 Enter Intersection or Marked Foot Crossing When Traffic Arrow Red,491,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,0,0
Mar-22,VIC,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1011,GINNINDERRA DRIVE/COULTER DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,VIC,,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,VIC,,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-school zone exceed speed limit by <= 15km/h,0,0,,1
Mar-22,VIC,,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,0,1,0,1
Mar-22,VIC,,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-school zone exceed speed limit by <= 15km/h,0,0,,1
Mar-22,VIC,,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,0,0,,3
Mar-22,VIC,,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,0,1,0,3
Mar-22,WA,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,1265,1,0,0
Mar-22,WA,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,3075,KENT STREET HUGHES PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,3048,BLAMEY CRESCENT - CANBERRA GRAMMAR SCHOOL NORTH SIDE,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,WA,OTHER PRSN,MOBILE SPEED CAMERA,127,EBDEN STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,WA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,3311,11,0,0
Mar-22,WA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,WA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,81,WILLIAM HOVELL DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,WA,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,20 Non-school zone exceed speed limit by <= 15km/h,2107,7,0,0
Jul-10,ACT,Diplomatic,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,Diplomatic,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,902,2,0,0
Jul-10,ACT,Diplomatic,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Diplomatic,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,Diplomatic,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,902,2,0,0
Jul-10,ACT,Diplomatic,MOBILE SPEED CAMERA,104,MAWSON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,902,2,0,0
Jul-10,ACT,Diplomatic,MOBILE SPEED CAMERA,27,YAMBA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,Diplomatic,MOBILE SPEED CAMERA,65,BARRY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Proceed When Traffic Light Red,273,1,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2001,9,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,902,2,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,Diplomatic,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Embassy Staff - Privilege,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,Embassy Staff - Privilege,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,Embassy Staff - Privilege,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Proceed When Traffic Light Red,273,1,0,0
Jul-10,ACT,Embassy Staff - Privilege,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,Government Client,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,ACT,Government Client,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,Government Client,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,ACT,Government Client,MOBILE SPEED CAMERA,53,GOYDER STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,0,0,745,1
